Gene names;LFQ intensity BUL_103;LFQ intensity BUL_30;LFQ intensity BUL_40;LFQ intensity BUL_47;LFQ intensity BUL_48;LFQ intensity BUL_5;LFQ intensity BUL_82;LFQ intensity BUL_90;LFQ intensity BUL_91;LFQ intensity MUL_11;LFQ intensity MUL_12;LFQ intensity MUL_22;LFQ intensity MUL_33;LFQ intensity MUL_54;LFQ intensity MUL_61;LFQ intensity MUL_78;LFQ intensity UL_1;LFQ intensity UL_15;LFQ intensity UL_21;LFQ intensity UL_34;LFQ intensity UL_4;LFQ intensity UL_50;LFQ intensity UL_51;LFQ intensity UL_6;Razor + unique peptides;Unique peptides;Q-value;Score;Intensity;MS/MS count;Protein IDs;Majority protein IDs;Protein names;Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12
ALAD;20.90139;21.56565;20.81714;23.17339;21.02985;24.05887;22.29583;20.98649;21.43888;20.38248;19.48052;22.57762;21.13853;20.29961;22.00621;21.93894;21.2604;19.11935;21.53815;19.03547;21.73764;19.92642;18.13918;19.8723;14;14;0;117;1234300000;68;"P13716;P13716-2;B7ZBK6";"P13716;P13716-2";Delta-aminolevulinic acid dehydratase;;;;;;;;;;;;
ALCAM;21.40582;17.9924;19.60989;19.74901;22.77378;17.45514;25.33858;21.24551;20.20132;19.7379;18.63005;20.26865;21.03046;19.33429;20.45342;21.11261;22.13965;19.91091;21.15845;21.82625;21.85487;18.37122;19.71674;20.09107;20;20;0;84.365;1549500000;41;"Q13740-2;Q13740;F5GXJ9;H7C543;Q13740-4;Q13740-3";"Q13740-2;Q13740;F5GXJ9;H7C543";CD166 antigen;;;;;;;;;;;;
ALDH16A1;24.01265;21.73781;22.73088;21.35526;22.72315;21.98739;23.8826;23.1155;23.41493;21.88424;19.21195;25.12538;24.5932;22.09549;25.26435;21.76769;21.56732;24.56576;23.09901;24.9131;23.55028;18.61141;19.4973;22.7941;19;19;0;154.06;3937700000;198;"Q8IZ83;Q8IZ83-3;F5H4B6;Q8IZ83-2;M0QY06";"Q8IZ83;Q8IZ83-3;F5H4B6";Aldehyde dehydrogenase family 16 member A1;;;;;;;;;;;;
ALDH1A1;28.13516;30.15328;26.57586;24.76643;26.46469;25.7966;27.11565;28.67077;27.97454;26.81763;25.832;24.8974;25.77656;26.46728;24.77404;25.86337;26.26992;25.504;23.87914;25.63733;27.12278;23.20643;19.19436;24.86254;38;34;0;323.31;29732000000;863;"P00352;Q5SYQ9;Q5SYQ8;Q5SYQ7";P00352;Retinal dehydrogenase 1;;;;;;;;;;;;
ALDH1A2;25.3435;27.89753;23.50603;22.80465;24.84019;20.42429;26.6539;25.8602;26.05115;22.67696;22.32861;20.37814;18.60946;24.19453;19.68536;22.09857;24.73003;20.52018;19.10725;23.74643;25.74937;21.54811;19.48119;21.70375;33;31;0;323.31;8806700000;326;"O94788;H0YMG7;O94788-2;O94788-3;O94788-4;H0YKL3;Q9UED3;E9PF31;H0YMT5;A0A0U1RQK9";"O94788;H0YMG7;O94788-2;O94788-3;O94788-4";Retinal dehydrogenase 2;;;;;;;;;;;;
ALDH1L1;21.02648;22.50373;21.70291;18.47874;21.12755;18.9904;21.17286;22.05547;22.14052;20.84437;20.01359;23.23371;19.11177;19.80166;26.28732;20.58793;18.99417;19.59871;20.78788;21.17426;21.16245;17.06189;19.33353;18.6952;38;35;0;124.05;2045400000;92;"O75891;O75891-3;O75891-2;O75891-4;C9IZ36;C9JYZ6;C9JY00;D6RFJ7;F2Z324;F8WC34;Q3SY69-2;Q3SY69-3";"O75891;O75891-3;O75891-2";Cytosolic 10-formyltetrahydrofolate dehydrogenase;;;;;;;;;;;;
ALDH2;21.38522;21.69;19.88791;18.64231;21.80707;21.57015;19.56967;20.24771;19.76761;19.46585;22.65178;20.95006;21.16331;21.19021;24.19137;20.69456;20.37571;20.13508;22.83832;19.11626;22.52922;17.53727;17.87432;20.25811;19;19;0;37.935;994660000;76;"P05091;P05091-2;F8VP50;S4R3S4";"P05091;P05091-2";Aldehyde dehydrogenase, mitochondrial;;;;;;;;;;;;
ALDH3A2;24.3575;16.92031;22.5526;17.62981;23.83692;18.50794;21.71971;23.03986;22.67077;20.56113;20.50882;21.64588;20.94878;22.50397;21.1218;20.84222;20.66223;20.27606;21.67444;20.39341;24.40594;20.06065;16.76787;22.46787;14;14;0;31.021;1793900000;77;"P51648;P51648-2;J3QRD1;I3L1M4;J3QS00;J3QKK9;J3KTG1;C9JGJ2;I3L0X1;J3KTD9;I3L2W1;K7EN73";"P51648;P51648-2;J3QRD1;I3L1M4";Fatty aldehyde dehydrogenase;;;;;;;;;;;;
ALDH3B1;25.56308;19.24119;26.73544;24.78282;24.67239;20.56402;23.88511;23.25295;25.08128;26.23507;25.35246;22.73242;25.01844;26.6147;21.63432;27.55413;24.16162;21.3128;24.48321;24.08099;25.19186;25.50525;19.84555;26.04279;27;15;0;323.31;13583000000;374;"P43353;P43353-2;A0A087X2D4;Q9BUJ8;A0A087X192;P48448;A0A087WTE0;E9PJV0;REV__A0A087WTE9";"P43353;P43353-2;A0A087X2D4;Q9BUJ8";Aldehyde dehydrogenase family 3 member B1;;;;;;;;;;;;
ALDH6A1;23.13948;21.19418;21.24232;19.51391;23.17496;19.27831;22.00295;22.93362;23.44253;18.57352;21.37215;23.31893;22.68635;20.1881;25.73872;20.40883;18.74273;21.89966;21.55511;20.55197;23.50312;18.07069;15.63054;20.62569;26;26;0;83.539;2401000000;115;"Q02252;Q02252-2;G3V4Z4";"Q02252;Q02252-2;G3V4Z4";Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial;;;;;;;;;;;;
ALDH7A1;23.8469;21.06303;23.7318;22.12427;24.0861;20.66206;23.08211;23.35165;23.81656;22.95052;22.42137;23.40419;24.05084;22.89835;26.42485;21.6235;22.46483;21.11452;22.22917;21.88498;23.9936;22.03426;19.25345;19.62737;30;30;0;323.31;4065400000;229;"P49419-2;P49419;P49419-4;F8VS02;A0A0J9YWF7;H0YHM6;F8VVF2;A0A0J9YWM6;F8WDY6;F8WD33;A0A0J9YWK1";"P49419-2;P49419;P49419-4;F8VS02";Alpha-aminoadipic semialdehyde dehydrogenase;;;;;;;;;;;;
ALDH9A1;24.80936;26.64141;24.01376;23.43441;24.08716;23.59309;24.08229;25.25097;24.81025;23.82085;23.94931;22.98735;24.20576;22.41622;25.88818;23.01558;22.876;23.03446;24.71728;23.05089;24.00556;21.57741;19.56566;23.20541;27;27;0;128.9;5243300000;290;"P49189;P49189-2";"P49189;P49189-2";4-trimethylaminobutyraldehyde dehydrogenase;;;;;;;;;;;;
ALDOA;26.63409;27.13173;27.1455;29.08198;26.50323;26.05026;26.68083;26.37703;26.64471;26.99873;28.06969;25.98564;26.64306;26.51552;25.79942;26.15198;27.63346;26.6277;28.56671;26.46404;27.37807;26.41337;26.06007;26.92082;41;35;0;323.31;43104000000;878;"P04075;J3KPS3;P04075-2;H3BQN4;H3BPS8;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68;P05062;A0A087WXX2";"P04075;J3KPS3;P04075-2;H3BQN4;H3BPS8;H3BUH7";"Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase";;;;;;;;;;;;
ALDOC;22.46024;24.15043;22.27239;24.2059;21.70527;21.18519;22.54286;23.37398;22.26619;21.60377;22.81176;20.22423;21.08096;20.92789;20.10188;21.593;21.70286;20.29905;22.63394;21.39921;21.73773;21.6621;20.4998;20.4914;12;12;0;104.01;1825100000;119;"P09972;A8MVZ9;J3KSV6;J3QKP5;K7EKH5;C9J8F3;J3QKK1";"P09972;A8MVZ9";"Fructose-bisphosphate aldolase C;Fructose-bisphosphate aldolase";;;;;;;;;;;;
ALPL;24.31202;24.38317;24.93571;22.77848;24.25212;22.08236;27.05672;25.52313;26.16517;26.3231;24.07463;19.48343;23.33565;25.34116;20.94714;24.86216;25.12542;23.6826;22.8212;24.69307;22.78177;22.85249;23.68464;25.78743;24;5;0;323.31;10034000000;378;"P05186;P05186-2;B1ANL0;REV__Q86WI3-3;REV__Q86WI3-2;REV__Q86WI3-5;REV__Q86WI3-6;REV__Q86WI3-4;REV__Q86WI3";"P05186;P05186-2";Alkaline phosphatase, tissue-nonspecific isozyme;;;;;;;;;;;;
ALPP;24.12605;21.17359;25.98512;26.82554;25.91921;25.47398;25.94876;22.39947;25.31965;28.76145;24.31008;23.83913;21.29569;26.62798;18.78451;24.33135;21.03221;24.80799;25.20933;25.30556;23.09199;26.15567;23.1045;24.00307;31;12;0;323.31;11958000000;388;"P05187;P09923";P05187;Alkaline phosphatase, placental type;;;;;;;;;;;;
AMBP;23.39676;25.79154;22.81366;24.72484;23.67476;25.69925;22.41615;24.86046;24.6274;25.5027;25.38811;24.38073;24.65622;24.92307;22.4439;24.54816;22.89004;23.69965;23.20763;24.34001;23.07416;24.80794;26.98218;24.44006;23;23;0;236.02;4282700000;287;"P02760;S4R3Y4;S4R471;CON__P00978";P02760;"Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin";;;;;;;;;;;;
AMPD2;22.0622;19.84098;20.13684;17.91179;21.15555;18.34262;21.93373;20.5451;19.95134;18.8404;19.40009;19.01702;19.05944;20.29704;20.45934;19.02283;20.39498;20.55572;20.64482;23.17802;21.17017;18.3828;17.60523;20.80978;23;22;0;62.272;574270000;55;"Q01433;Q01433-2;Q01433-3;Q01433-5;Q01433-4;H0Y360;H0YCL9;H0YF16;E9PIJ1;E9PJF6";"Q01433;Q01433-2;Q01433-3;Q01433-5;Q01433-4;H0Y360";AMP deaminase 2;;;;;;;;;;;;
ANK1;24.33559;18.19532;21.61836;23.69008;21.77258;28.30613;28.20825;23.42137;19.37795;29.69034;28.4538;32.59492;29.85467;28.6802;31.74819;28.07388;24.59861;17.23753;25.48084;19.87215;26.43946;27.75149;17.16064;23.9461;129;112;0;323.31;1.5912E+11;1766;"P16157-5;P16157;P16157-8;P16157-16;P16157-3;P16157-12;P16157-14;P16157-10;P16157-21;P16157-6;P16157-9;P16157-7;P16157-4;P16157-13;P16157-15;P16157-11;P16157-2;H0YBS0;Q6PK32";"P16157-5;P16157;P16157-8;P16157-16;P16157-3;P16157-12;P16157-14;P16157-10;P16157-21;P16157-6;P16157-9;P16157-7;P16157-4;P16157-13;P16157-15;P16157-11;P16157-2;H0YBS0";Ankyrin-1;;;;;;;;;;;;
ANKFY1;21.46369;19.135;22.15379;18.99345;21.55173;20.64825;22.28139;22.05215;21.52167;20.97785;21.2018;21.43446;21.13583;21.74407;23.30952;22.02783;21.30819;20.67038;22.2841;23.08247;22.44766;21.33342;18.25879;21.96473;26;26;0;89.444;1250700000;89;"Q9P2R3;Q9P2R3-2;Q9P2R3-4;I3L3P8;I3L1Z9;K7EPT2";"Q9P2R3;Q9P2R3-2;Q9P2R3-4";Rabankyrin-5;;;;;;;;;;;;
ANKRD13A;19.31239;20.26144;21.57242;16.34051;19.82859;20.67986;20.26556;19.43573;19.19907;20.60214;17.69078;20.76109;20.52822;19.074;19.81375;20.8001;19.55791;18.39285;19.01801;20.22388;19.63013;19.8571;18.03116;18.92933;11;11;0;28.839;384830000;42;"Q8IZ07;S4R3D2;H0YIN8;Q6ZTN6;F8W150;S4R3U2;Q6ZTN6-2;Q6ZTN6-3";Q8IZ07;Ankyrin repeat domain-containing protein 13A;;;;;;;;;;;;
ANO1;22.28906;18.65837;28.06574;20.27479;20.8271;18.2967;22.66921;20.66032;22.39373;23.05968;17.61669;16.72321;17.20524;21.05013;17.83801;20.77981;17.97796;19.32043;21.31257;19.76336;21.52277;22.05126;17.93807;21.96212;39;25;0;134.27;5041600000;146;"Q5XXA6;Q5XXA6-2;Q5XXA6-3;E9PNA7;E9PP68;E9PS90";"Q5XXA6;Q5XXA6-2;Q5XXA6-3";Anoctamin-1;;;;;;;;;;;;
ANO6;23.51376;19.14365;24.83205;22.43893;23.68998;20.93517;23.82755;22.45686;21.86714;24.17035;20.70944;21.63954;22.32614;22.33661;19.43939;23.56279;24.49589;18.7088;20.51335;22.42021;21.72126;23.17825;20.1006;22.35652;28;28;0;164.98;3025000000;158;"Q4KMQ2;Q4KMQ2-3;Q4KMQ2-2;Q4KMQ2-4";"Q4KMQ2;Q4KMQ2-3;Q4KMQ2-2;Q4KMQ2-4";Anoctamin-6;;;;;;;;;;;;
ANP32A;22.91349;23.4496;19.19268;18.10301;19.36117;22.91395;21.17731;23.30549;22.82104;19.62423;21.30986;23.25244;18.35066;20.49434;19.01754;19.16391;19.05214;22.4107;20.25742;21.39168;23.45513;19.82866;19.52968;19.4499;14;11;0;107.24;596090000;57;"P39687;H0YN26;H7BZ09;O95626;O43423";"P39687;H0YN26";Acidic leucine-rich nuclear phosphoprotein 32 family member A;;;;;;;;;;;;
ANPEP;25.69501;20.68902;26.09386;28.79464;26.61863;25.8114;28.87967;22.91783;24.33258;25.86934;25.15785;23.17434;25.22523;27.42622;19.15541;24.98672;25.95158;19.30659;25.09334;26.24142;24.63561;25.23805;24.14227;25.34398;54;54;0;323.31;44622000000;764;"P15144;H0YKT6;H0YLZ8;H0YMC1";P15144;Aminopeptidase N;;;;;;;;;;;;
ANXA1;27.58849;25.30855;28.04541;30.09874;27.96268;28.73463;28.33841;27.56311;28.26155;28.14788;27.31251;26.75073;27.55047;28.8079;26.87185;27.89145;28.99698;28.54341;31.48597;28.78843;27.56485;26.43676;26.4068;30.11892;43;43;0;323.31;1.2227E+11;1477;"P04083;Q5T3N1;Q5T3N0";"P04083;Q5T3N1";"Annexin A1;Annexin";;;;;;;;;;;;
ANXA11;25.28838;24.03002;25.74866;27.09778;26.51438;24.50791;26.14608;25.32289;25.39885;25.90166;25.0779;25.1888;25.93227;26.41056;24.78791;26.26478;26.20604;25.1469;25.89025;26.11955;25.37839;24.31527;23.80823;25.60648;33;31;0;323.31;18622000000;685;"P50995;P50995-2;H0Y6E1";"P50995;P50995-2";Annexin A11;;;;;;;;;;;;
"ANXA2;ANXA2P2";28.15928;26.07361;28.97585;29.38527;29.9334;27.31268;28.9969;29.53366;29.28544;30.0956;28.79458;28.46708;29.18509;29.5589;27.64609;30.02842;30.37565;28.11917;30.13541;28.96339;28.27324;28.71007;27.71234;29.5294;54;54;0;323.31;1.7293E+11;2037;"P07355;P07355-2;H0YN42;H0YMD0;H0YMU9;H0YM50;A6NMY6;H0YKS4;H0YN28;H0YL33;H0YNP5;H0YMM1;H0YKZ7;H0YLV6;H0YMT9;H0YKX9;H0YMW4;H0YKL9;H0YNA0;H0YKV8;H0YN52;H0YMD9;H0YKN4;H0YNB8;H0YLE2";"P07355;P07355-2;H0YN42;H0YMD0;H0YMU9;H0YM50;A6NMY6;H0YKS4;H0YN28;H0YL33;H0YNP5";"Annexin A2;Annexin;Putative annexin A2-like protein";;;;;;;;;;;;
ANXA3;23.8225;24.98172;25.80235;28.20881;25.09031;24.35582;24.05796;25.0026;25.32134;26.15553;25.47775;22.80355;25.35592;25.13203;23.6381;25.14989;26.5566;24.78776;25.58789;25.60439;24.75725;22.58075;24.73324;24.6781;35;35;0;323.31;15076000000;525;"P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9";"P12429;D6RA82";"Annexin A3;Annexin";;;;;;;;;;;;
ANXA4;26.14172;25.57577;27.4373;28.12554;28.18049;25.78312;26.98967;27.7449;27.18782;28.74625;27.95721;27.54274;28.53956;28.34689;25.21449;29.21595;27.69591;25.46703;26.80169;28.16787;26.6064;26.99345;24.89389;26.79675;42;6;0;323.31;58959000000;1007;"P09525;Q6P452;B4E1S2";"P09525;Q6P452";"Annexin A4;Annexin";;;;;;;;;;;;
ANXA5;26.40163;29.98888;27.43261;26.35372;28.72504;26.46014;26.71673;28.56924;27.76775;28.86402;28.51882;26.00271;27.33014;28.32479;24.0192;27.15451;27.89787;26.3291;27.51187;27.69186;28.17398;25.76385;24.65026;27.77906;39;39;0;323.31;47414000000;860;"P08758;D6RBE9;D6RBL5;E9PHT9;D6RCN3";"P08758;D6RBE9;D6RBL5;E9PHT9";"Annexin A5;Annexin";;;;;;;;;;;;
ANXA6;27.7714;24.50154;26.82929;28.80569;28.25979;27.32139;29.10662;28.39243;26.84482;26.53662;26.36556;26.98218;26.84014;27.81274;25.83188;27.62115;28.86328;26.31289;26.57343;27.68819;28.04906;26.56622;26.07253;26.94938;76;31;0;323.31;81649000000;1479;"P08133;P08133-2;E7EMC6;E5RK63;E5RJF5;E5RFF0;E5RI05;E5RJR0;E5RIU8";"P08133;P08133-2;E7EMC6";"Annexin A6;Annexin";;;;;;;;;;;;
ANXA7;24.31057;23.2887;24.30876;24.93854;25.32961;23.2399;25.55909;24.62634;24.6856;24.77122;23.91752;24.90012;24.99916;25.0941;24.42118;25.29523;24.98446;23.47828;24.30243;24.27462;24.88888;22.98139;20.77668;23.90334;27;27;0;323.31;8895100000;362;"P20073;P20073-2";"P20073;P20073-2";Annexin A7;;;;;;;;;;;;
AP1B1;21.83996;19.30817;20.93179;19.33906;21.59969;18.76023;22.45699;19.33523;21.24557;21.69532;21.03644;24.78786;23.49314;20.05973;24.52671;19.88682;20.8729;20.1432;21.36405;23.75022;22.9471;20.00072;17.85731;21.83179;19;1;0;154.02;1774900000;113;"Q10567-3;Q10567-4";"Q10567-3;Q10567-4";AP-1 complex subunit beta-1;;;;;;;;;;;;
AP1G1;22.32765;19.18988;21.76967;19.97911;22.49216;19.74983;23.84881;21.19713;22.86618;21.05563;19.3981;23.11542;22.7051;20.30575;24.75287;21.82287;20.48581;19.03316;20.81261;23.33265;23.04908;17.36995;17.49649;21.62306;26;26;0;162.12;2057300000;130;"O43747;O43747-2;H3BNR4;H3BR36;H3BUN9;H3BN71;B4DGE1;H3BRM7;H3BS13;H3BV30;H3BN75;B3KNW1";"O43747;O43747-2";AP-1 complex subunit gamma-1;;;;;;;;;;;;
AP1M1;22.20705;19.29975;20.9202;19.87158;22.04166;17.96056;22.5215;20.12704;22.6309;19.43349;19.94592;22.872;22.36706;19.561;23.35649;19.32527;19.71376;20.93114;20.38911;23.04757;22.54849;20.10942;16.67362;21.39822;17;13;0;113.59;1319900000;105;"Q9BXS5;Q9BXS5-2;K7EJL1;E7ENJ6;K7EQX3;A0A087WZX7;K7EPJ8;K7ENA7;K7EQ90;K7ER75";"Q9BXS5;Q9BXS5-2;K7EJL1;E7ENJ6";AP-1 complex subunit mu-1;;;;;;;;;;;;
AP2A1;24.45375;21.81628;23.14366;21.10942;24.37855;22.88148;25.28817;23.69456;23.45701;23.69466;22.33475;25.77487;24.46793;22.81829;25.91447;24.07267;23.86287;22.86703;23.34367;24.77921;25.59662;23.77505;19.19955;23.49644;46;33;0;323.31;7409200000;403;"O95782;O95782-2;M0R2D9;E9PPZ3;E9PS94";"O95782;O95782-2";AP-2 complex subunit alpha-1;;;;;;;;;;;;
AP2A2;22.86401;20.2067;22.57163;19.03869;22.88052;21.26499;23.6621;21.56393;22.2235;22.59352;21.23806;23.768;22.46441;21.88181;23.94199;23.24061;21.36271;19.99742;20.58948;23.04524;22.70282;21.48109;16.77625;20.66162;25;1;0;135.31;2320100000;163;"O94973;A0A0G2JS82;E9PR62;A0A0G2JRF9;A0A0G2JQA4;A0A0G2JQT9;H0YEG0;A0A0G2JS17;H0YDE9;E9PQP4;E9PPY8;A0A0G2JRS3;E9PNC4";"O94973;A0A0G2JS82";AP-2 complex subunit alpha-2;;;;;;;;;;;;
AP2B1;25.33211;22.77991;24.51743;23.32017;24.94078;22.01676;25.665;24.28757;24.44947;24.39598;23.32292;25.97544;24.90894;24.23257;25.84407;24.12644;24.93387;21.77692;23.90325;25.35867;26.29549;24.37305;19.3065;24.35421;52;27;0;323.31;9838700000;472;"P63010;P63010-2;P63010-3;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7ERB2;K7EN71;K7EJ01;K7EJX1;H7C034;A0A087WXS3;K7EKZ5";"P63010;P63010-2;P63010-3;A0A087X253;A0A087WU93;A0A087WZQ6;A0A087WYD1";AP-2 complex subunit beta;;;;;;;;;;;;
AP2M1;24.31596;22.09918;23.77856;20.81675;24.08707;21.83865;24.55912;22.59126;22.7764;23.57103;22.10316;25.89835;24.49137;23.57277;25.3887;23.08628;23.94306;21.08408;24.11617;24.49997;25.83478;23.25465;20.24806;22.79606;28;1;0;211.02;5683200000;195;"Q96CW1;A0A087WY71;E9PFW3;C9JJ47;C9JJD3;C9JTK4;C9JPV8;H7C4C3";"Q96CW1;A0A087WY71;E9PFW3;C9JJ47";AP-2 complex subunit mu;;;;;;;;;;;;
AP2S1;21.02425;20.47878;21.32806;19.64908;21.81929;19.28665;21.90709;20.82478;20.53858;20.48984;19.18725;22.24438;21.29519;20.75914;23.03999;20.61153;19.67975;17.93694;19.42456;21.31446;22.45631;20.52229;17.65631;18.16533;6;6;0;13.074;753500000;45;"P53680;M0R0N4;M0QYZ2;X6R390;P53680-2;M0QZ21;M0R1S0";"P53680;M0R0N4;M0QYZ2;X6R390;P53680-2;M0QZ21";AP-2 complex subunit sigma;;;;;;;;;;;;
AP3B1;22.19424;20.64342;21.16441;19.83529;22.34849;20.4404;21.57911;20.31551;21.13364;20.71875;20.66952;22.7087;21.05596;20.29838;20.84973;20.88755;19.41967;20.96811;21.95989;23.11555;23.3453;18.82277;18.68254;21.75959;31;31;0;40.902;1025200000;89;"O00203;O00203-3;Q13367;Q13367-4;Q13367-3;F5GYB0;H0YBD0;F5GWU4";"O00203;O00203-3";AP-3 complex subunit beta-1;;;;;;;;;;;;
AP3D1;22.60259;19.86458;21.07542;18.90335;22.28356;21.29955;21.5617;20.55534;21.0868;19.62135;20.61153;21.46558;20.96127;20.74911;20.81683;21.37984;19.56592;20.83892;20.38332;22.84812;22.88573;19.94163;19.82848;21.21934;28;28;0;88.483;914810000;84;"O14617-5;O14617;O14617-4;O14617-2;O14617-3;A0A087WYN6;K7ELX8;K7ERW8";"O14617-5;O14617;O14617-4;O14617-2;O14617-3";AP-3 complex subunit delta-1;;;;;;;;;;;;
APCS;21.59941;19.13269;22.66501;21.56992;22.96802;22.04293;22.30257;23.9604;23.29418;23.26055;20.87087;25.09889;23.80745;25.7304;22.73857;23.42752;25.24336;23.16782;20.06947;23.36346;23.738;25.53831;26.07557;24.67992;11;11;0;97.496;4385300000;166;P02743;P02743;"Serum amyloid P-component;Serum amyloid P-component(1-203)";;;;;;;;;;;;
APEH;21.02019;19.41739;22.2912;22.68799;20.95957;24.35703;23.66536;21.11299;21.39801;22.50084;22.86771;21.81812;23.46911;21.73653;25.50312;21.81405;21.63998;19.31462;21.02722;18.70039;22.91459;18.08242;18.08945;20.82058;22;22;0;88.833;2493100000;129;"P13798;C9JIF9;H7C393;H7C1U0;C9JLK2;F8WEH5;H0YFE5";"P13798;C9JIF9;H7C393;H7C1U0";Acylamino-acid-releasing enzyme;;;;;;;;;;;;
APMAP;25.65166;21.62149;23.03404;23.81284;24.63473;24.52856;23.46276;24.16469;24.10358;22.97773;21.87155;23.31493;22.80057;23.85937;21.86906;22.95161;24.09499;23.28461;22.74466;23.55567;25.21085;23.36078;20.7766;23.79412;19;19;0;194.01;5264600000;215;"Q9HDC9;H0Y512;Q9HDC9-2";"Q9HDC9;H0Y512;Q9HDC9-2";Adipocyte plasma membrane-associated protein;;;;;;;;;;;;
APOA1;31.28521;34.17407;31.36729;27.92993;31.07336;29.98739;31.17849;32.97639;32.33135;32.00588;32.24272;32.05782;32.86498;33.42942;32.40948;31.39816;32.30452;31.62936;30.04231;30.6254;31.85084;33.77647;34.55859;32.7893;64;64;0;323.31;1.1204E+12;4798;"P02647;F8W696;CON__P15497";"P02647;F8W696";"Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I";;;;;;;;;;;;
APOA2;28.36511;31.93568;28.65034;24.89009;28.60329;28.13658;27.45568;30.15134;29.51475;30.0683;30.52253;29.74298;29.88313;31.11135;29.63869;27.4996;29.14414;30.52449;29.19413;28.32646;30.48491;31.20262;31.57993;31.1686;11;11;0;323.31;2.0008E+11;636;"P02652;V9GYM3;V9GYE3;V9GYG9;V9GYC1;V9GYS1";"P02652;V9GYM3;V9GYE3;V9GYG9";"Apolipoprotein A-II;Proapolipoprotein A-II;Truncated apolipoprotein A-II";;;;;;;;;;;;
APOA4;27.80643;28.99359;28.02823;24.30876;27.82542;23.58187;26.99712;28.65188;28.4993;28.67229;27.64175;28.10729;29.04383;30.81757;27.95199;28.98033;28.09924;29.54422;25.75478;27.94453;28.68036;29.82376;30.56393;28.8947;60;60;0;323.31;1.0302E+11;1759;"P06727;CON__Q32PJ2";P06727;Apolipoprotein A-IV;;;;;;;;;;;;
APOB;28.45564;29.07671;27.04625;31.77988;26.63243;28.01361;27.69823;28.5437;27.88989;29.59199;29.27708;34.5214;33.33923;32.38674;32.49099;29.96623;26.52858;27.76838;25.77834;30.61824;29.47342;34.17392;33.66639;30.09761;394;15;0;323.31;8.3478E+11;9818;P04114;P04114;"Apolipoprotein B-100;Apolipoprotein B-48";;;;;;;;;;;;
APOC1;25.97651;27.71371;23.48898;24.62623;22.79644;26.01661;25.48882;26.1835;24.8411;25.99445;25.34581;25.31641;27.4259;27.53794;27.48378;26.18622;25.15919;24.67724;21.36378;22.03849;25.37842;28.553;29.85185;25.78584;8;8;0;99.686;21570000000;339;"K7ERI9;P02654;K7EJI9;K7ELM9;K7EPF9;K7EKP1";"K7ERI9;P02654;K7EJI9;K7ELM9;K7EPF9;K7EKP1";"Apolipoprotein C-I;Truncated apolipoprotein C-I";;;;;;;;;;;;
APOC3;25.91536;24.95109;23.36466;18.99932;25.31814;23.7681;25.28292;26.65758;25.30723;28.50279;27.0086;30.01239;30.62567;30.95088;28.70141;27.27755;28.4103;26.63907;24.10414;27.27062;27.96433;30.55289;31.73142;29.35546;9;9;0;323.31;1.0894E+11;453;"P02656;B0YIW2";"P02656;B0YIW2";Apolipoprotein C-III;;;;;;;;;;;;
"APOC4-APOC2;APOC2";24.315;25.06665;23.0519;20.17439;23.58761;21.7035;23.08665;25.51355;23.85643;27.3268;25.19892;29.54593;29.5439;29.18078;26.61049;25.16615;26.22149;25.28069;21.75071;25.01163;27.10189;29.24475;29.84763;27.92173;10;5;0;323.31;39905000000;229;"K7ER74;P02655;A0A024R0T9;Q6P163;K7EMC3";"K7ER74;P02655;A0A024R0T9";"Apolipoprotein C-II;Proapolipoprotein C-II";;;;;;;;;;;;
APOD;25.43832;27.86797;24.23089;27.58226;25.13073;27.1962;25.19704;26.18809;25.59722;26.46618;25.57268;26.85389;26.20581;26.56599;25.22898;25.23213;24.4637;25.64892;23.73635;25.08103;25.00996;27.72618;27.44695;25.48367;13;13;0;323.31;18719000000;520;"C9JF17;P05090;C9JX71;F8WBT9";"C9JF17;P05090";Apolipoprotein D;;;;;;;;;;;;
APOE;26.09754;27.10139;25.44335;25.59389;25.89761;24.82211;26.21199;25.76976;24.9585;27.38228;26.49242;28.3407;28.55333;28.74204;27.00796;27.91861;26.13508;25.49183;25.80867;26.36291;26.73854;29.09791;30.63798;27.08821;36;36;0;323.31;41862000000;885;"P02649;H0Y7L5;E9PEV4;E7ERP7;CON__Q03247";"P02649;H0Y7L5;E9PEV4;E7ERP7";Apolipoprotein E;;;;;;;;;;;;
APOF;21.72155;20.52612;19.71257;18.6362;20.87448;19.38568;20.58527;22.76055;22.27461;23.08065;21.18991;25.07022;22.25462;23.52337;23.54593;22.19748;22.62339;19.05203;19.25332;19.57961;22.73233;23.54687;23.75705;22.14423;6;6;0;323.31;1562900000;84;Q13790;Q13790;Apolipoprotein F;;;;;;;;;;;;
